title_norm,film,Released_Year,Runtime,IMDB_Rating,No_of_Votes,Gross,Overview,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
life of pi,Life of Pi,2012.0,127,7.9,580708,124987023,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
fantastic mr fox,Fantastic Mr. Fox,2009.0,87,7.9,199696,21002919,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
les choristes,Les choristes,2004.0,97,7.9,57430,3635164,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
iron man,Iron Man,2008.0,126,7.9,939644,318412101,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
shaun of the dead,Shaun of the Dead,2004.0,99,7.9,512249,13542874,A man's uneventful life is disrupted by the zombie apocalypse.,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
mystic river,Mystic River,2003.0,138,7.9,419420,90135191,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
harry potter and the prisoner of azkaban,Harry Potter and the Prisoner of Azkaban,2004.0,142,7.9,552493,249358727,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
ying xiong,Ying xiong,2002.0,120,7.9,173999,53710019,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
hable con ella,Hable con ella,2002.0,112,7.9,104691,9284265,Two men share an odd friendship while they care for two women who are both in deep comas.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
no man s land,No Man's Land,2001.0,98,7.9,44618,1059830,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
cowboy bebop tengoku no tobira,Cowboy Bebop: Tengoku no tobira,2001.0,115,7.9,42897,1000045,"A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit.",True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the bourne identity,The Bourne Identity,2002.0,119,7.9,508771,121661683,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
nueve reinas,Nueve reinas,2000.0,114,7.9,49721,1221261,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
children of men,Children of Men,2006.0,109,7.9,465113,35552383,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
almost famous,Almost Famous,2000.0,122,7.9,252586,32534850,A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mulholland dr,Mulholland Dr.,2001.0,147,7.9,322031,7220243,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
toy story 2,Toy Story 2,1999.0,92,7.9,527512,245852179,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
boogie nights,Boogie Nights,1997.0,155,7.9,239473,26400640,"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
once were warriors,Once Were Warriors,1994.0,102,7.9,31590,2201126,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
true romance,True Romance,1993.0,119,7.9,206918,12281500,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
trois couleurs bleu,Trois couleurs: Bleu,1993.0,94,7.9,89836,1324974,A woman struggles to find a way to live her life after the death of her husband and child.,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
carlito s way,Carlito's Way,1993.0,144,7.9,201000,36948322,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
edward scissorhands,Edward Scissorhands,1990.0,105,7.9,447368,56362352,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
my left foot the story of christy brown,My Left Foot: The Story of Christy Brown,1989.0,103,7.9,68076,14743391,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
crimes and misdemeanors,Crimes and Misdemeanors,1989.0,104,7.9,54670,18254702,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the untouchables,The Untouchables,1987.0,119,7.9,281842,76270454,"During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
hannah and her sisters,Hannah and Her Sisters,1986.0,107,7.9,67176,40084041,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
brazil,Brazil,1985.0,132,7.9,187567,9929135,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
this is spinal tap,This Is Spinal Tap,1984.0,82,7.9,128812,188751,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
a christmas story,A Christmas Story,1983.0,93,7.9,132947,20605209,"In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift.",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
the blues brothers,The Blues Brothers,1980.0,133,7.9,183182,57229890,"Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised.",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
manhattan,Manhattan,1979.0,96,7.9,131436,45700000,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
all that jazz,All That Jazz,1979.0,123,7.9,28223,37823676,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
dawn of the dead,Dawn of the Dead,1978.0,127,7.9,111512,5100000,"Following an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia S.W.A.T. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall.",True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
all the president s men,All the President's Men,1976.0,138,7.9,103031,70600000,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
la montana sagrada,La montaña sagrada,1973.0,114,7.9,37183,61001,"In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment.",False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
le charme discret de la bourgeoisie,Le charme discret de la bourgeoisie,1972.0,102,7.9,38737,198809,"A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
patton,Patton,1970.0,172,7.9,93741,61700000,The World War II phase of the career of controversial American general George S. Patton.,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
the wild bunch,The Wild Bunch,1969.0,145,7.9,77401,12064472,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
in the heat of the night,In the Heat of the Night,1967.0,110,7.9,67804,24379978,A black police detective is asked to investigate a murder in a racially hostile southern town.,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
charade,Charade,1963.0,113,7.9,68689,13474588,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
spartacus,Spartacus,1960.0,197,7.9,124339,30000000,The slave Spartacus leads a violent revolt against the decadent Roman Republic.,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
high noon,High Noon,1952.0,85,7.9,97222,9450000,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
strangers on a train,Strangers on a Train,1951.0,101,7.9,123341,7630000,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
notorious,Notorious,1946.0,102,7.9,92306,10464000,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
the adventures of robin hood,The Adventures of Robin Hood,1938.0,102,7.9,47175,3981000,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
king kong,King Kong,1933.0,100,7.9,78991,10000000,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
forushande,Forushande,2016.0,124,7.8,51240,2402067,"While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dunkirk,Dunkirk,2017.0,106,7.8,555092,188373161,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
hidden figures,Hidden Figures,2016.0,127,7.8,200876,169607287,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
paddington 2,Paddington 2,2017.0,103,7.8,61594,40442052,"Paddington (Ben Whishaw), now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's (Imelda Staunton's) 100th birthday, only for the gift to be stolen.",False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
kubo and the two strings,Kubo and the Two Strings,2016.0,101,7.8,118035,48023088,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
manchester by the sea,Manchester by the Sea,2016.0,137,7.8,246963,47695120,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
under sandet,Under sandet,2015.0,100,7.8,35539,435266,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
rogue one,Rogue One,2016.0,133,7.8,556608,532177324,The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the plans for the Death Star.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
captain america civil war,Captain America: Civil War,2016.0,147,7.8,663649,408084349,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
the hateful eight,The Hateful Eight,2015.0,168,7.8,517059,54117416,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
little women,Little Women,2019.0,135,7.8,143250,108101214,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
loving vincent,Loving Vincent,2017.0,94,7.8,50778,6735118,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.",False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
le passe,Le passé,2013.0,130,7.8,45002,1330596,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
the lunchbox,The Lunchbox,2013.0,104,7.8,50523,4231500,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
big hero 6,Big Hero 6,2014.0,102,7.8,410983,222527828,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
about time,About Time,2013.0,123,7.8,303032,15322921,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
kaze tachinu,Kaze tachinu,2013.0,126,7.8,73690,5209580,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
toy story 4,Toy Story 4,2019.0,100,7.8,203177,434038008,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
la migliore offerta,La migliore offerta,2013.0,131,7.8,108399,85433,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
moonrise kingdom,Moonrise Kingdom,2012.0,94,7.8,318789,45512466,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
how to train your dragon 2,How to Train Your Dragon 2,2014.0,102,7.8,305611,177002924,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the big short,The Big Short,2015.0,130,7.8,362942,70259870,In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the girl with the dragon tattoo,The Girl with the Dragon Tattoo,2011.0,158,7.8,423010,102515793,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
captain phillips,Captain Phillips,2013.0,134,7.8,421244,107100855,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
straight outta compton,Straight Outta Compton,2015.0,147,7.8,179264,161197785,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
madeo,Madeo,2009.0,129,7.8,52758,547292,A mother desperately searches for the killer who framed her son for a girl's horrific murder.,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
the hobbit the desolation of smaug,The Hobbit: The Desolation of Smaug,2013.0,161,7.8,601408,258366855,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
das weisse band eine deutsche kindergeschichte,Das weiße Band - Eine deutsche Kindergeschichte,2009.0,144,7.8,68715,2222647,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
man som hatar kvinnor,Män som hatar kvinnor,2009.0,152,7.8,208994,10095170,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
the fighter,The Fighter,2010.0,116,7.8,340584,93617009,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
taken,Taken,2008.0,90,7.8,564791,145000989,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
the boy in the striped pyjamas,The Boy in the Striped Pyjamas,2008.0,94,7.8,190748,9030581,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
once,Once,2007.0,86,7.8,110656,9439923,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
the hobbit an unexpected journey,The Hobbit: An Unexpected Journey,2012.0,169,7.8,757377,303003568,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
atonement,Atonement,2007.0,123,7.8,251370,50927067,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
drive,Drive,2011.0,100,7.8,571571,35061555,A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
american gangster,American Gangster,2007.0,157,7.8,392449,130164645,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
avatar,Avatar,2009.0,162,7.8,1118998,760507625,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
mr nobody,Mr. Nobody,2009.0,141,7.8,216421,3600,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
apocalypto,Apocalypto,2006.0,139,7.8,291018,50866635,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
little miss sunshine,Little Miss Sunshine,2006.0,101,7.8,439856,59891098,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hot fuzz,Hot Fuzz,2007.0,121,7.8,463466,23637265,A skilled London police officer is transferred to a small town with a dark secret.,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
the curious case of benjamin button,The Curious Case of Benjamin Button,2008.0,166,7.8,589160,127509326,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
veer zaara,Veer-Zaara,2004.0,192,7.8,49050,2921738,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.",False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
adams aebler,Adams æbler,2005.0,94,7.8,45717,1305,A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pride prejudice,Pride & Prejudice,2005.0,129,7.8,258924,38405088,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
the world s fastest indian,The World's Fastest Indian,2005.0,127,7.8,51980,5128124,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
tokyo goddofazazu,Tôkyô goddofâzâzu,2003.0,90,7.8,31658,128985,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
serenity,Serenity,2005.0,119,7.8,283310,25514517,The crew of the ship Serenity try to evade an assassin sent to recapture one of their members who is telepathic.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
walk the line,Walk the Line,2005.0,136,7.8,234207,119519402,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
the notebook,The Notebook,2004.0,123,7.8,520284,81001787,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
diarios de motocicleta,Diarios de motocicleta,2004.0,126,7.8,96703,16756372,The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lilja 4 ever,Lilja 4-ever,2002.0,109,7.8,42673,181655,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
les triplettes de belleville,Les triplettes de Belleville,2003.0,80,7.8,50622,7002255,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the count of monte cristo,The Count of Monte Cristo,2002.0,131,7.8,129022,54234062,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
waking life,Waking Life,2001.0,99,7.8,60684,2892011,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
remember the titans,Remember the Titans,2000.0,113,7.8,198089,115654751,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
wo hu cang long,Wo hu cang long,2000.0,120,7.8,253228,128078872,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
todo sobre mi madre,Todo sobre mi madre,1999.0,101,7.8,89058,8264530,"Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cast away,Cast Away,2000.0,143,7.8,524235,233632142,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
