budget,keywords,original_title,popularity,production_companies,production_countries,release_date,revenue,spoken_languages,status,tagline,title,vote_average,vote_count
20000000,"female nudity, sunrise, waitress, experiment, rain, sunlight, vampire, dystopia, beautiful woman, slow motion scene, undead, decapitation, scientist, epidemic, night creatures",Daybreakers,28.019226,"Lionsgate, Furst Films, Pictures in Paradise, Pacific Film and Television Commission, Australian Film Finance Corporation (AFFC)","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2009-01-06,51416464,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"In 2019, The Most Precious Natural Resource... Is Us.",Daybreakers,6.0,634
20000000,"confidence, romantic comedy, dating, insecurity, airport security, unlikely lovers, twenty something, duringcreditsstinger",She's Out of My League,16.176976,"DreamWorks SKG, Mosaic","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-03-11,49779728,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When she's this hot, You get one shot.",She's Out of My League,5.9,525
20000000,"wolf, arranged marriage, forbidden love, road trip, park, park ranger, howling, social status",Alpha and Omega,12.300789,"Lions Gate Family Entertainment, Relativity Media, Crest Animation Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}]",2010-09-17,39300000,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Pawsome 3D Adventure,Alpha and Omega,5.3,124
20000000,"based on novel, technology, internet, hacking, teenager, new york city, game, adaptation, dare, cellphone video, based on young adult novel, smartphone, taking a risk",Nerve,62.933899,"Lionsgate, Allison Shearmur Productions, Keep Your Head","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-07-27,83707310,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Are you a watcher or a player?,Nerve,7.1,2181
20000000,"based on novel, new mexico, party, vampire hunter, revenge, priest, church, skull, team, crucifix, cross, relic, vampire slayer, turning into a vampire, drinking blood",Vampires,17.016284,"Columbia Pictures, Largo Entertainment, JVC Entertainment Networks, Film Office, Spooky Tooth Productions, Storm King Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-04-15,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,From the Master of Evil. Comes a New Breed of Terror,Vampires,5.8,255
20000000,"date, sex, bar, test, friendship, insult, stripper, blonde, liar, wedding, lap dance, duringcreditsstinger",My Best Friend's Girl,17.145287,"Lionsgate, New Wave Entertainment, Management 360, Terra Firma Films, Superfinger Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-09-19,36620508,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's funny what love can make you do...,My Best Friend's Girl,5.4,220
20000000,"confidence, trauma, leaving one's family, childhood memory, airplane, war on terror, music, loss of daughter, alone, cowardliness, family",Reign Over Me,20.82778,"Columbia Pictures, Happy Madison Productions, Sunlight Productions, Relativity Media, Madison 23","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-03-23,22222308,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Let in the unexpected.,Reign Over Me,7.1,334
15000000,"male nudity, parents kids relationship, camping, cutting the cord, self-discovery, wilderness, biography, based on true story, pubic hair, alaska, journey",Into the Wild,43.644978,"Paramount Vantage, River Road Entertainment, Art Linson Productions, Into the Wild","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-09-11,56255142,"[{""iso_639_1"": ""da"", ""name"": ""Dansk""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Into the heart. Into the soul.,Into the Wild,7.8,3045
19000000,"dancing, brother brother relationship, sexual obsession, showdown, sheriff, eroticism, nudity, bank robber, vampire, holy water, siege, stripper, priest, explosion, extreme violence, bank robbery, preacher, hostage situation, crucifix, recreational vehicle, blood spurting, convenience store, female vampire, mexican american border, nightclub entertainer, boa constrictor",From Dusk Till Dawn,64.181668,"A Band Apart, Dimension Films, Los Hooligans Productions, Miramax","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-01-19,25836616,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,One night is all that stands between them and freedom. But it's going to be a hell of a night.,From Dusk Till Dawn,6.9,1603
35000000,"human animal relationship, musical, clowning, bear, social satire, aftercreditsstinger, duringcreditsstinger",The Country Bears,6.908351,Walt Disney Pictures,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-07-26,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's A Bear Getting The Family Together!,The Country Bears,4.3,20
20000000,"1970s, afghanistan, hang gliding, war in afghanistan, taliban, cowardice, best friend, cowardliness, child",The Kite Runner,10.446722,"DreamWorks SKG, MacDonald/Parkes Productions, Sidney Kimmel Entertainment, Neal Street Productions, China Film Co-Production Corporation, Wonderland Films, Participant Media, Ebeling Group, Beijing Happy Pictures Cultural Communications Co., Kite Runner Holdings","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-10-14,73276047,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""ps"", ""name"": ""\u067e\u069a\u062a\u0648""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}]",Released,There is a way to be good again.,The Kite Runner,7.3,394
20000000,"life and death, transplantation, suicide attempt, desperation, loss of family, ex-detainee, sadness, rage and hate, car crash",21 Grams,32.243357,"This Is That Productions, Y Productions, Mediana Productions Filmgesellschaft","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-09-06,60427839,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,How much does life weigh?,21 Grams,7.2,918
20000000,"usa, capitalism, capitalist, wall street, criticism and blame, banking, money, economics, corporation",Capitalism: A Love Story,10.50098,"The Weinstein Company, Paramount Vantage","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-06,17436509,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,"Ask not what your C.E.O. can do for you, but what you can do for your C.E.O.",Capitalism: A Love Story,7.0,167
19500000,"fbi, missing child",Secret in Their Eyes,15.012237,"Ingenious Media, Gran Via Productions, IM Global, STX Entertainment, Route One Entertainment, Union Investment Partners, SITE Productions, Willie's Movies","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-14,34854990,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The truth lies in the most unexpected places.,Secret in Their Eyes,6.2,336
25000000,"natural disaster, violence, mortal danger, duringcreditsstinger",Disaster Movie,16.238961,"Grosvenor Park Media Ltd., LionsGate, 3 in the Box","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-08-29,14109284,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Your favorite movies are going to be destroyed.,Disaster Movie,3.0,240
20000000,"based on novel, loser, magazine, womanizer, mission, search, boyfriend, husband, fired, past relationship",What's Your Number?,19.220789,"Regency Enterprises, Contrafilm, New Regency Pictures","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-30,30426096,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Ally's looking for the best ex of her life.,What's Your Number?,6.2,671
20000000,"usa president, anti hero, dementia, future, space, convict, interrogation, space station, collision in space, year 2079",Lockout,35.232278,"Canal+, EuropaCorp, Ciné+","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2012-04-12,32204030,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Take no prisoners.,Lockout,5.8,715
20000000,"female nudity, prostitute, horse race, heart, strip club, electric shock, godzilla, sequel, tourette syndrome, gang, shootout, public sex, cigarette smoking, mansion, electrocution, foot chase, surgery, taser, duringcreditsstinger, flashback, absurdism, ultraviolence",Crank: High Voltage,35.542809,"Lakeshore Entertainment, Lionsgate, Radical Media","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-04-16,34560577,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Stay Charged, Stay Alive!",Crank: High Voltage,5.9,861
20000000,"based on novel, persia, queen, esther",One Night with the King,3.476925,Gener8Xion Entertainment,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-13,13391174,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Feel The Touch Of Destiny,One Night with the King,6.1,12
20000000,"police, cops, cat and mouse, family, revenge drama",12 Rounds,15.66135,"The Mark Gordon Company, Fox Atomic, 20th Century Fox Home Entertainment, WWE Studios, Midnight Sun Pictures","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-03-19,17280326,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Survive all 12,12 Rounds,5.7,220
20000000,"vampire, child vampire, remake, bully, young boy, biting, dead boy, hammer horror, 1980s",Let Me In,19.705311,"Hammer Film Productions, EFTI, Exclusive Media Group, Overture Films","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-01,24145613,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Innocence dies. Abby doesn't.,Let Me In,6.7,641
20000000,"heist, betrayal, dirty cop",Triple 9,29.371987,"Worldview Entertainment, Anonymous Content, MadRiver Pictures, Sierra Pictures, Surefire Capital","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-02-19,12639297,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Code on the Street is Never Black & White,Triple 9,5.6,797
20000000,"london england, cook, restaurant, diva, career, kitchen, redemption, drug, drug addict, chef, come back",Burnt,30.477114,"Double Feature Films, PeaPie Films, 3 Arts Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-02,36606743,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Never underestimate a man with everything to lose.,Burnt,6.3,950
21000000,"family relationships, doctor, retired, visit, widower, duringcreditsstinger, heart trouble",Everybody's Fine,15.440465,"Miramax Films, Hollywood Gang Productions, Radar Pictures","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-12-04,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Frank's travelling light but carrying excess baggage.,Everybody's Fine,6.5,284
0,"baby, baseball, scientific study, computer, genius, mind control, good vs evil, baby geniuses",Superbabies: Baby Geniuses 2,5.886228,"Crystal Sky Worldwide, Triumph Films","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-08-27,9109322,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Meet the new generation of superheroes.,Superbabies: Baby Geniuses 2,1.9,35
20000000,"based on novel, 1970s, private investigator, smoking marijuana, los angeles, 1960s",Inherent Vice,45.742217,"Ghoulardi Film Company, Warner Bros., IAC Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-25,11110975,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Under the paving stones, the beach!",Inherent Vice,6.5,833
0,,Doogal,1.682839,,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-02-24,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Things are about to get hairy.,Doogal,3.2,18
20000000,"terrorist, parody, documentary filmmaker, sattire",An American Carol,2.605374,Mpower Pictures,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-03,7000000,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Laugh like you're country depends on it.,An American Carol,4.1,20
20000000,"japanese, world war ii, spirituality",Little Boy,12.232048,"Metanoia Films, Santa Fé Films","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-23,6420319,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Believe the impossible.,Little Boy,7.0,185
15000000,"based on novel, psychoanalysis, sigmund freud, biography, spanking, based on play, cigar smoking, cheating husband, based on true events",A Dangerous Method,27.133277,"Recorded Pictures Company, The Movie Network, Millbrook Pictures, Prospero Pictures, Lago Film, Dangerous Method Film AG","[{""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2011-09-30,27462041,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Why deny what you desire the most.,A Dangerous Method,6.2,571
8700000,"california, detective, based on novel, dream, undercover, cocaine, brain, exam, future, test, dystopia, assignment, cyberpunk, drug, surveillance, totalitarian, corporation, substance, schizophrenic, condition, neo-noir",A Scanner Darkly,26.093043,"Thousand Words, Warner Independent Pictures (WIP), Detour Filmproduction, Section Eight Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-05-25,7659918,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Everything Is Not Going To Be OK,A Scanner Darkly,6.8,532
20000000,"new jersey, musical, battle of the bands, teenager, rock band",Bandslam,7.716606,"Summit Entertainment, Goldsmith-Thomas Productions, Walden Media","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-06,5210988,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Band Together,Bandslam,5.4,126
20000000,"corruption, capitalism, winter, american dream, immigrant, business ethics, truck, oil, lawyer, new york city, loan shark, coat, tunnel, 1980s, husband wife relationship, truck hijacking, bank loan",A Most Violent Year,37.629309,"Participant Media, Imagenation Abu Dhabi FZ, FilmNation Entertainment, Before the Door Pictures, Washington Square Films, A24, Old Bull Pictures","[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-30,12007070,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The result is never in question. Just the path you take to get there.,A Most Violent Year,6.5,546
0,biography,Flash of Genius,3.350297,"Universal Pictures, Spyglass Entertainment, Strike Entertainment, Intermittent Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-09-07,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Corporations have time, money, and power on their side. All Bob Kearns had was the truth.",Flash of Genius,6.3,59
20000000,"rock and roll, music style, success, john f. kennedy, advancement, bob dylan, rock, biography, music, beatnik, motor-bike accident",I'm Not There.,13.032308,"Endgame Entertainment, Rising Star, Killer Films, John Wells Productions, Dreamachine, Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I), Grey Water Park Productions, John Goldwyn Productions, Wells Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-10-01,4001121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,All I Can Do Is Be Me Whoever That Is,I'm Not There.,6.6,195
20000000,"con man, estafa",The Brothers Bloom,10.218307,"The Weinstein Company, Summit Entertainment, Endgame Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-09-09,5530764,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,They'd never let the truth come between them.,The Brothers Bloom,6.8,203
20000000,"american football, biography, sport, championship",My All American,3.102987,"Paul Schiff Productions, Anthem Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-13,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hope never quits,My All American,6.8,36
40000000,"based on true story, duringcreditsstinger",黃石的孩子,8.978408,"Australian Film Finance Corporation, Zero Fiction Film, Ming Productions, Bluewater Pictures, Cheerland Entertainment Organization","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2008-07-03,7400000,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"War made them orphans, one man made them legends",The Children of Huang Shi,6.5,52
0,"corruption, subway, infiltration, criminal",The Yards,10.150993,"Miramax Films, Industry Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-04-27,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,He's the target of the most merciless family in New York. His own.,The Yards,6.0,97
20000000,"detective, vampire, supernatural, zombie, werewolf, ghouls",Dylan Dog: Dead of Night,10.617236,"Hyde Park Films, platinum studios, Long Distance Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-16,4634062,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}]",Released,No pulse? No problem,Dylan Dog: Dead of Night,4.5,139
20000000,"falcon, bird, origin",Zambezia,14.182301,"Industrial Development Corporation of South Africa, 120dB Films, The Department of Trade and Industry of South Africa, Cinema Management Group, The National Film and Video Foundation of SA, Wonderful Works, Triggerfish Animation","[{""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2012-06-05,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Airborne to be wild.,Zambezia,5.3,68
20000000,"new year's eve, fire, showdown, terrorist, embassy, hand grenade, truck, laboratory, on the run, orphan, death, cigarette lighter, microscope, hazmat suit",Survivor,33.625477,"Nu Image Films, Winkler Films, Millennium Films, Survivor Productions","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-05-21,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His Next Target is Now Hunting Him,Survivor,5.4,404
20000000,"classroom, teacher, school, workplace humor",Bad Teacher,28.497242,"Columbia Pictures, Mosaic Media Group","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-05-16,216197492,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She doesn't give an F.,Bad Teacher,5.4,1584
19000000,"jealousy, cinderella, work, step mother, high school, school party, orphan, teenager, disguise, american football player, teenage romance, step sister, modern fairy tale",A Cinderella Story,25.28132,"Gaylord Films, Warner Bros., Dylan Sellers Productions, Clifford Werber Productions","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-07-10,70067909,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Once upon a time... can happen any time.,A Cinderella Story,6.1,713
19000000,"clock tower, car race, terrorist, delorean, lightning, guitar, plutonium, sports car, inventor, journey in the past, time travel, race against time, partner, misfit, mad scientist, fish out of water, teenage love, destiny, hidden identity, odd couple, escapade, disorder, chases and races, love and romance, teenage life, misfit partners, changing the past or future, getting home, inventions and discoveries",Back to the Future,76.603233,"Universal Pictures, Amblin Entertainment, U-Drive Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-07-03,381109762,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He's the only kid ever to get into trouble before he was born.,Back to the Future,8.0,6079
27000000,"new jersey, martial arts, sister, sport, murder, mixed martial arts, justice, underground fighting, gym, ultimate fighting championship",Fight Valley,1.224105,Cinestyle Media Group,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-07-22,0,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One way in. No way out.,Fight Valley,3.9,8
19000000,"alcohol, single parent, baby, restaurant, aquarium, sperm, little boy, male female relationship, pregnant, artificial insemination",The Switch,27.494037,"Mandate Pictures, Bona Fide Productions, Echo Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-11,49830607,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The most unexpected comedy ever conceived.,The Switch,5.9,583
15000000,"witch, parents kids relationship, magic, twilight, darkness, village and town, bath house, pig, ghost world, biology, train, amusement park, yokai, japanese mythology, anime",千と千尋の神隠し,118.968562,Studio Ghibli,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",2001-07-20,274925095,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,The tunnel led Chihiro to a mysterious town...,Spirited Away,8.3,3840
0,"world war ii, book, nazi germany, jewish",The Book Thief,57.84156,"Studio Babelsberg, Fox 2000 Pictures, Sunswept Entertainment","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-11-08,76586316,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Courage beyond words.,The Book Thief,7.4,1486
19000000,"sex, jealousy, virgin, nudity, community, friendship, high school, road trip, friends, romance, redneck, loss of virginity, hitchhiker, teen movie, boyfriend, pickup, knoxville",Sex Drive,17.952817,"Summit Entertainment, LLC, Alloy Entertainment, Goldcrest Pictures","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-16,18755936,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He's leaving virgin territory,Sex Drive,6.0,342
19000000,"taxi, bar, wales, marriage proposal, airplane, pub, cow, wedding ring, wedding, proposal, cardiologist, ireland, cliffs",Leap Year,21.959742,"Universal Pictures, Spyglass Entertainment, Octagon Films, BenderSpink, Birnbaum / Barber Productions","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-01-08,29922472,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,Leap Year,6.4,465
19000000,"becoming an adult, lie, night, sister, job, party, friends, deception, best friend",Take Me Home Tonight,11.766564,"Imagine Entertainment, Rogue Pictures, Relativity Media, Internationale Filmproduktion Blackbird Dritte","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2011-03-04,6928068,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Best. Night. Ever.,Take Me Home Tonight,6.2,208
19000000,"alligator, marriage crisis, writer's block, orchid",Adaptation.,26.441669,"Beverly Detroit, Propaganda Films, Clinica Estetico, Intermedia, Good Machine, Magnet Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-12-06,32801173,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich.",Adaptation.,7.3,638
18500000,,The Invention of Lying,16.665841,"Media Rights Capital, Lin Pictures, Warner Bros., Wintergreen Productions, Lynda Obst Productions, 1821 Pictures, Radar Pictures","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-13,31912793,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,In a world where everyone can only tell the truth... This guy can lie.,The Invention of Lying,6.0,518
18000000,"male nudity, usa, california, prostitute, journalist, rodeo, kazakhstan, demeanor course, chicken, driving school, anti semitism, bear, mockumentary, reporter, aftercreditsstinger, duringcreditsstinger",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,29.487784,"Twentieth Century Fox Film Corporation, Four By Two Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-11-01,261572744,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""kk"", ""name"": ""\u049b\u0430\u0437\u0430\u049b""}]",Released,"Come to Kazakhstan, it's nice!",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579
16000000,"airplane, the rapture, remake, pilot hero",Left Behind,33.452469,Stoney Lake Entertainment,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-03,19682924,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The End Begins,Left Behind,3.7,392
23000000,"holiday, elves, christmas party, department store, safe, drink, little people, christmas eve, christmas",Bad Santa,26.58873,"Columbia Pictures, Triptych Pictures, Dimension Films (US version)","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-11-26,76488889,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He doesn't care if you're naughty or nice.,Bad Santa,6.5,656
21000000,"based on novel, middle school",Diary of a Wimpy Kid: Rodrick Rules,14.329891,"Fox 2000 Pictures, Color Force","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-25,72417394,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Welcome to the next grade,Diary of a Wimpy Kid: Rodrick Rules,6.3,238
0,"aunt, remake, blood on shirt, slasher, death of family, masturbation, kicked in the face, renovation, black stereotype, chest",Prom Night,9.642041,Alliance Films,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-04-10,14796236,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Night To Die For.,Prom Night,4.8,167
17000000,"female friendship, high school, fish out of water, best friend, teenager, popularity, gossip, teen comedy, high school rivalry, new girl at school",Mean Girls,36.423717,"Paramount Pictures, Broadway Video, M.G. Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-04-30,129042871,"[{""iso_639_1"": ""sw"", ""name"": ""Kiswahili""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",Released,Welcome to girl world.,Mean Girls,6.9,2320
