film,Released_Year,Runtime,IMDB_Rating,No_of_Votes,Gross,Overview,Director,Star1,Star2,Star3,Star4,Meta_score,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,oscar_nominations,oscar_wins,best_picture_nom,best_picture_win
Fantastic Mr. Fox,2009.0,87,7.9,199696,21002919,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,Wes Anderson,George Clooney,Meryl Streep,Bill Murray,Jason Schwartzman,83.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0,0
Les choristes,2004.0,97,7.9,57430,3635164,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,Christophe Barratier,Gérard Jugnot,François Berléand,Jean-Baptiste Maunier,Kad Merad,56.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0
Iron Man,2008.0,126,7.9,939644,318412101,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",Jon Favreau,Robert Downey Jr.,Gwyneth Paltrow,Terrence Howard,Jeff Bridges,79.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,0,0,0
Shaun of the Dead,2004.0,99,7.9,512249,13542874,A man's uneventful life is disrupted by the zombie apocalypse.,Edgar Wright,Simon Pegg,Nick Frost,Kate Ashfield,Lucy Davis,76.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0
Mystic River,2003.0,138,7.9,419420,90135191,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,Clint Eastwood,Sean Penn,Tim Robbins,Kevin Bacon,Emmy Rossum,84.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6,2,1,0
Harry Potter and the Prisoner of Azkaban,2004.0,142,7.9,552493,249358727,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",Alfonso Cuarón,Daniel Radcliffe,Emma Watson,Rupert Grint,Richard Griffiths,82.0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0,0
Ying xiong,2002.0,120,7.9,173999,53710019,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",Yimou Zhang,Jet Li,Tony Chiu-Wai Leung,Maggie Cheung,Ziyi Zhang,85.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Hable con ella,2002.0,112,7.9,104691,9284265,Two men share an odd friendship while they care for two women who are both in deep comas.,Pedro Almodóvar,Rosario Flores,Javier Cámara,Darío Grandinetti,Leonor Watling,86.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0
No Man's Land,2001.0,98,7.9,44618,1059830,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",Danis Tanovic,Branko Djuric,Rene Bitorajac,Filip Sovagovic,Georges Siatidis,84.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,0,0
Cowboy Bebop: Tengoku no tobira,2001.0,115,7.9,42897,1000045,"A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit.",Shin'ichirô Watanabe,Tensai Okamura,Hiroyuki Okiura,Yoshiyuki Takei,Beau Billingslea,61.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
The Bourne Identity,2002.0,119,7.9,508771,121661683,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",Doug Liman,Franka Potente,Matt Damon,Chris Cooper,Clive Owen,68.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,0,0,0
Nueve reinas,2000.0,114,7.9,49721,1221261,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",Fabián Bielinsky,Ricardo Darín,Gastón Pauls,Graciela Tenenbaum,María Mercedes Villagra,80.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0
Children of Men,2006.0,109,7.9,465113,35552383,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",Alfonso Cuarón,Julianne Moore,Clive Owen,Chiwetel Ejiofor,Michael Caine,84.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3,0,0,0
Almost Famous,2000.0,122,7.9,252586,32534850,A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.,Cameron Crowe,Billy Crudup,Patrick Fugit,Kate Hudson,Frances McDormand,90.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,0,0
Mulholland Dr.,2001.0,147,7.9,322031,7220243,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",David Lynch,Naomi Watts,Laura Harring,Justin Theroux,Jeanne Bates,85.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,0,0,0
Toy Story 2,1999.0,92,7.9,527512,245852179,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",John Lasseter,Ash Brannon,Lee Unkrich,Tom Hanks,Tim Allen,88.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Boogie Nights,1997.0,155,7.9,239473,26400640,"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.",Paul Thomas Anderson,Mark Wahlberg,Julianne Moore,Burt Reynolds,Luis Guzmán,85.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,0,0
Once Were Warriors,1994.0,102,7.9,31590,2201126,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,Lee Tamahori,Rena Owen,Temuera Morrison,Mamaengaroa Kerr-Bell,Julian Arahanga,77.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
True Romance,1993.0,119,7.9,206918,12281500,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.",Tony Scott,Christian Slater,Patricia Arquette,Dennis Hopper,Val Kilmer,59.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0
Trois couleurs: Bleu,1993.0,94,7.9,89836,1324974,A woman struggles to find a way to live her life after the death of her husband and child.,Krzysztof Kieslowski,Juliette Binoche,Zbigniew Zamachowski,Julie Delpy,Benoît Régent,85.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0,0,0,0
Carlito's Way,1993.0,144,7.9,201000,36948322,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",Brian De Palma,Al Pacino,Sean Penn,Penelope Ann Miller,John Leguizamo,65.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0
Edward Scissorhands,1990.0,105,7.9,447368,56362352,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",Tim Burton,Johnny Depp,Winona Ryder,Dianne Wiest,Anthony Michael Hall,74.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0
My Left Foot: The Story of Christy Brown,1989.0,103,7.9,68076,14743391,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",Jim Sheridan,Daniel Day-Lewis,Brenda Fricker,Alison Whelan,Kirsten Sheridan,97.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Crimes and Misdemeanors,1989.0,104,7.9,54670,18254702,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,Woody Allen,Martin Landau,Woody Allen,Bill Bernstein,Claire Bloom,77.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,0,0
The Untouchables,1987.0,119,7.9,281842,76270454,"During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him.",Brian De Palma,Kevin Costner,Sean Connery,Robert De Niro,Charles Martin Smith,79.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,1,0,0
Hannah and Her Sisters,1986.0,107,7.9,67176,40084041,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",Woody Allen,Mia Farrow,Dianne Wiest,Michael Caine,Barbara Hershey,90.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,3,1,0
Brazil,1985.0,132,7.9,187567,9929135,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,Terry Gilliam,Jonathan Pryce,Kim Greist,Robert De Niro,Katherine Helmond,84.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5,0,0,0
This Is Spinal Tap,1984.0,82,7.9,128812,188751,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",Rob Reiner,Rob Reiner,Michael McKean,Christopher Guest,Kimberly Stringer,92.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0
A Christmas Story,1983.0,93,7.9,132947,20605209,"In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift.",Bob Clark,Peter Billingsley,Melinda Dillon,Darren McGavin,Scott Schwartz,77.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
The Blues Brothers,1980.0,133,7.9,183182,57229890,"Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised.",John Landis,John Belushi,Dan Aykroyd,Cab Calloway,John Candy,60.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Manhattan,1979.0,96,7.9,131436,45700000,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,Woody Allen,Woody Allen,Diane Keaton,Mariel Hemingway,Michael Murphy,83.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,0,0,0
All That Jazz,1979.0,123,7.9,28223,37823676,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",Bob Fosse,Roy Scheider,Jessica Lange,Ann Reinking,Leland Palmer,72.0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,9,4,1,0
Dawn of the Dead,1978.0,127,7.9,111512,5100000,"Following an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia S.W.A.T. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall.",George A. Romero,David Emge,Ken Foree,Scott H. Reiniger,Gaylen Ross,71.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0
All the President's Men,1976.0,138,7.9,103031,70600000,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",Alan J. Pakula,Dustin Hoffman,Robert Redford,Jack Warden,Martin Balsam,84.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8,4,1,0
La montaña sagrada,1973.0,114,7.9,37183,61001,"In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment.",Alejandro Jodorowsky,Alejandro Jodorowsky,Horacio Salinas,Zamira Saunders,Juan Ferrara,76.0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Le charme discret de la bourgeoisie,1972.0,102,7.9,38737,198809,"A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.",Luis Buñuel,Fernando Rey,Delphine Seyrig,Paul Frankeur,Bulle Ogier,93.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Patton,1970.0,172,7.9,93741,61700000,The World War II phase of the career of controversial American general George S. Patton.,Franklin J. Schaffner,George C. Scott,Karl Malden,Stephen Young,Michael Strong,91.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10,7,1,1
The Wild Bunch,1969.0,145,7.9,77401,12064472,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",Sam Peckinpah,William Holden,Ernest Borgnine,Robert Ryan,Edmond O'Brien,97.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,0,0,0
In the Heat of the Night,1967.0,110,7.9,67804,24379978,A black police detective is asked to investigate a murder in a racially hostile southern town.,Norman Jewison,Sidney Poitier,Rod Steiger,Warren Oates,Lee Grant,75.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7,5,1,1
Charade,1963.0,113,7.9,68689,13474588,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,Stanley Donen,Cary Grant,Audrey Hepburn,Walter Matthau,James Coburn,83.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,2,1,0,0
Spartacus,1960.0,197,7.9,124339,30000000,The slave Spartacus leads a violent revolt against the decadent Roman Republic.,Stanley Kubrick,Kirk Douglas,Laurence Olivier,Jean Simmons,Charles Laughton,87.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,4,0,0
High Noon,1952.0,85,7.9,97222,9450000,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",Fred Zinnemann,Gary Cooper,Grace Kelly,Thomas Mitchell,Lloyd Bridges,89.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,7,4,1,0
Strangers on a Train,1951.0,101,7.9,123341,7630000,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,Alfred Hitchcock,Farley Granger,Robert Walker,Ruth Roman,Leo G. Carroll,88.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0,0,0
Notorious,1946.0,102,7.9,92306,10464000,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,Alfred Hitchcock,Cary Grant,Ingrid Bergman,Claude Rains,Louis Calhern,100.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2,0,0,0
The Adventures of Robin Hood,1938.0,102,7.9,47175,3981000,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",Michael Curtiz,William Keighley,Errol Flynn,Olivia de Havilland,Basil Rathbone,97.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,3,1,0
King Kong,1933.0,100,7.9,78991,10000000,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,Merian C. Cooper,Ernest B. Schoedsack,Fay Wray,Robert Armstrong,Bruce Cabot,90.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,7,4,0,0
Forushande,2016.0,124,7.8,51240,2402067,"While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",Asghar Farhadi,Shahab Hosseini,Taraneh Alidoosti,Babak Karimi,Mina Sadati,85.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Dunkirk,2017.0,106,7.8,555092,188373161,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",Christopher Nolan,Fionn Whitehead,Barry Keoghan,Mark Rylance,Tom Hardy,94.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8,3,1,0
Hidden Figures,2016.0,127,7.8,200876,169607287,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,Theodore Melfi,Taraji P. Henson,Octavia Spencer,Janelle Monáe,Kevin Costner,74.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,0,1,0
Paddington 2,2017.0,103,7.8,61594,40442052,"Paddington (Ben Whishaw), now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's (Imelda Staunton's) 100th birthday, only for the gift to be stolen.",Paul King,Ben Whishaw,Hugh Grant,Hugh Bonneville,Sally Hawkins,88.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Kubo and the Two Strings,2016.0,101,7.8,118035,48023088,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,Travis Knight,Charlize Theron,Art Parkinson,Matthew McConaughey,Ralph Fiennes,84.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,0,0
Manchester by the Sea,2016.0,137,7.8,246963,47695120,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,Kenneth Lonergan,Casey Affleck,Michelle Williams,Kyle Chandler,Lucas Hedges,96.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,2,1,0
Under sandet,2015.0,100,7.8,35539,435266,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.",Martin Zandvliet,Roland Møller,Louis Hofmann,Joel Basman,Mikkel Boe Følsgaard,75.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,0,0,0
Rogue One,2016.0,133,7.8,556608,532177324,The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the plans for the Death Star.,Gareth Edwards,Felicity Jones,Diego Luna,Alan Tudyk,Donnie Yen,65.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0
Captain America: Civil War,2016.0,147,7.8,663649,408084349,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,Anthony Russo,Joe Russo,Chris Evans,Robert Downey Jr.,Scarlett Johansson,75.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0
The Hateful Eight,2015.0,168,7.8,517059,54117416,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",Quentin Tarantino,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,Walton Goggins,68.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,1,0,0
Little Women,2019.0,135,7.8,143250,108101214,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",Greta Gerwig,Saoirse Ronan,Emma Watson,Florence Pugh,Eliza Scanlen,91.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,14,3,1,0
Loving Vincent,2017.0,94,7.8,50778,6735118,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.",Dorota Kobiela,Hugh Welchman,Douglas Booth,Jerome Flynn,Robert Gulaczyk,62.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Le passé,2013.0,130,7.8,45002,1330596,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.",Asghar Farhadi,Bérénice Bejo,Tahar Rahim,Ali Mosaffa,Pauline Burlet,85.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0
The Lunchbox,2013.0,104,7.8,50523,4231500,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,Ritesh Batra,Irrfan Khan,Nimrat Kaur,Nawazuddin Siddiqui,Lillete Dubey,76.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0
Big Hero 6,2014.0,102,7.8,410983,222527828,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",Don Hall,Chris Williams,Ryan Potter,Scott Adsit,Jamie Chung,74.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0
About Time,2013.0,123,7.8,303032,15322921,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",Richard Curtis,Domhnall Gleeson,Rachel McAdams,Bill Nighy,Lydia Wilson,55.0,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Kaze tachinu,2013.0,126,7.8,73690,5209580,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",Hayao Miyazaki,Hideaki Anno,Hidetoshi Nishijima,Miori Takimoto,Masahiko Nishimura,83.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Toy Story 4,2019.0,100,7.8,203177,434038008,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",Josh Cooley,Tom Hanks,Tim Allen,Annie Potts,Tony Hale,84.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,0,0
La migliore offerta,2013.0,131,7.8,108399,85433,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,Giuseppe Tornatore,Geoffrey Rush,Jim Sturgess,Sylvia Hoeks,Donald Sutherland,49.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0
Moonrise Kingdom,2012.0,94,7.8,318789,45512466,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",Wes Anderson,Jared Gilman,Kara Hayward,Bruce Willis,Bill Murray,84.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0
How to Train Your Dragon 2,2014.0,102,7.8,305611,177002924,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",Dean DeBlois,Jay Baruchel,Cate Blanchett,Gerard Butler,Craig Ferguson,76.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
The Big Short,2015.0,130,7.8,362942,70259870,In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.,Adam McKay,Christian Bale,Steve Carell,Ryan Gosling,Brad Pitt,81.0,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1,1,0
The Girl with the Dragon Tattoo,2011.0,158,7.8,423010,102515793,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",David Fincher,Daniel Craig,Rooney Mara,Christopher Plummer,Stellan Skarsgård,71.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,1,0,0
Captain Phillips,2013.0,134,7.8,421244,107100855,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",Paul Greengrass,Tom Hanks,Barkhad Abdi,Barkhad Abdirahman,Catherine Keener,82.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,0,1,0
Straight Outta Compton,2015.0,147,7.8,179264,161197785,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",F. Gary Gray,O'Shea Jackson Jr.,Corey Hawkins,Jason Mitchell,Neil Brown Jr.,72.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Madeo,2009.0,129,7.8,52758,547292,A mother desperately searches for the killer who framed her son for a girl's horrific murder.,Bong Joon Ho,Hye-ja Kim,Won Bin,Jin Goo,Je-mun Yun,79.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0
The Hobbit: The Desolation of Smaug,2013.0,161,7.8,601408,258366855,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",Peter Jackson,Ian McKellen,Martin Freeman,Richard Armitage,Ken Stott,66.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,0,0,0
Das weiße Band - Eine deutsche Kindergeschichte,2009.0,144,7.8,68715,2222647,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",Michael Haneke,Christian Friedel,Ernst Jacobi,Leonie Benesch,Ulrich Tukur,82.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0,0,0
Män som hatar kvinnor,2009.0,152,7.8,208994,10095170,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,Niels Arden Oplev,Michael Nyqvist,Noomi Rapace,Ewa Fröling,Lena Endre,76.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0
The Fighter,2010.0,116,7.8,340584,93617009,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",David O. Russell,Mark Wahlberg,Christian Bale,Amy Adams,Melissa Leo,79.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,2,1,0
Taken,2008.0,90,7.8,564791,145000989,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",Pierre Morel,Liam Neeson,Maggie Grace,Famke Janssen,Leland Orser,51.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0
